"DepartamentoCodigo","Departamento","MunicipioCodigo","Municipio","Año","IRCA","Nivel de riesgo","IRCAurbano","Nivel de riesgo urbano","IRCArural","Nivel de riesgo rural","pH","Turbiedad","Color","Coliformes_Totales","Coliformes_Fecales"
"52","Nariño","52224","Cuaspud Carlosama","2015","37.2","Riesgo alto","72.7","Riesgo alto","36.7","Riesgo alto","6.11","5.73","1.4","961.6","237"
"52","Nariño","52224","Cuaspud Carlosama","2016","41.7","Riesgo alto","ND","ND","ND","ND","6.45","5.48","39.5","641.1","476.7"
"52","Nariño","52224","Cuaspud Carlosama","2017","27.3","Riesgo medio","ND","ND","ND","ND","6.29","7.57","22.4","171.7","87.8"
"52","Nariño","52224","Cuaspud Carlosama","2018","31.6","Riesgo medio","36.1","Riesgo alto","28.4","Riesgo medio","8.18","7.02","21.6","306.6","312.1"
"52","Nariño","52224","Cuaspud Carlosama","2019","36.9","Riesgo alto","38.2","Riesgo alto","34.6","Riesgo medio","6.13","7.09","10","792","458"
"52","Nariño","52224","Cuaspud Carlosama","2020","32.9","Riesgo medio","32.9","Riesgo medio","32.9","Riesgo medio","8.09","3.37","44.4","805.2","244.4"
"52","Nariño","52224","Cuaspud Carlosama","2021","33.5","Riesgo medio","36.1","Riesgo alto","30.6","Riesgo medio","6.82","1.85","43.9","161.8","155.2"
"52","Nariño","52224","Cuaspud Carlosama","2022","34.0","Riesgo medio","41.1","Riesgo alto","24.8","Riesgo medio","7.89","0.94","7.5","101.1","478.5"
"52","Nariño","52224","Cuaspud Carlosama","2023","30.5","Riesgo medio","22.4","Riesgo medio","38.5","Riesgo alto","8.4","6.45","4.9","62.3","38.7"
"52","Nariño","52227","Cumbal","2007","2.3","Sin riesgo","0.0","Sin riesgo","18.3","Riesgo medio","7.58","0.98","6.5","507.8","75.5"
"52","Nariño","52227","Cumbal","2008","12.1","Riesgo bajo","12.5","Riesgo bajo","9.0","Riesgo bajo","6.73","9.5","34","500.1","326.7"
"52","Nariño","52227","Cumbal","2009","8.7","Riesgo bajo","13.5","Riesgo bajo","7.3","Riesgo bajo","7.88","3.64","46.1","962.9","489.7"
"52","Nariño","52227","Cumbal","2010","7.4","Riesgo bajo","4.2","Sin riesgo","12.3","Riesgo bajo","7.09","0.18","32.1","2.3","289.4"
"52","Nariño","52227","Cumbal","2011","18.2","Riesgo medio","16.7","Riesgo medio","19.7","Riesgo medio","7.09","7.32","32.7","949.2","368.6"
"52","Nariño","52227","Cumbal","2012","31.3","Riesgo medio","8.6","Riesgo bajo","32.5","Riesgo medio","7.18","6.98","40.5","37.9","446.2"
"52","Nariño","52227","Cumbal","2013","37.9","Riesgo alto","7.3","Riesgo bajo","47.3","Riesgo alto","6.1","6.52","1.2","952.8","340"
"52","Nariño","52227","Cumbal","2014","39.5","Riesgo alto","0.0","Sin riesgo","48.4","Riesgo alto","6.87","3.86","12.3","261.3","17.6"
"52","Nariño","52227","Cumbal","2015","42.6","Riesgo alto","2.2","Sin riesgo","42.5","Riesgo alto","6.3","8.19","23","236.8","255.7"
"52","Nariño","52227","Cumbal","2016","39.4","Riesgo alto","ND","ND","ND","ND","7.2","9.11","47","328.7","110.2"
"52","Nariño","52227","Cumbal","2017","47.3","Riesgo alto","ND","ND","61.1","Riesgo alto","6.79","5.63","29.5","493.2","312.8"
"52","Nariño","52227","Cumbal","2018","39.9","Riesgo alto","3.2","Sin riesgo","47.3","Riesgo alto","7.15","1.11","35.5","256.9","306.8"
"52","Nariño","52227","Cumbal","2019","34.3","Riesgo medio","1.9","Sin riesgo","41.7","Riesgo alto","7.95","4.19","0","603.4","164"
"52","Nariño","52227","Cumbal","2020","9.6","Riesgo bajo","9.6","Riesgo bajo","ND","ND","8.01","7.34","42.9","916.9","90.2"
"52","Nariño","52227","Cumbal","2021","18.5","Riesgo medio","20.6","Riesgo medio","0.0","Sin riesgo","8.42","9.89","5","479.6","376.3"
"52","Nariño","52227","Cumbal","2022","7.4","Riesgo bajo","7.8","Riesgo bajo","6.4","Riesgo bajo","7.29","7.27","23.9","595.6","32.6"
"52","Nariño","52227","Cumbal","2023","4.8","Sin riesgo","2.8","Sin riesgo","10.3","Riesgo bajo","7.19","6.98","34.2","2.5","224.8"
"52","Nariño","52233","Cumbitara","2008","30.5","Riesgo medio","30.5","Riesgo medio","58.8","Riesgo alto","7.92","0.81","13.4","528.9","7.2"
"52","Nariño","52233","Cumbitara","2009","21.0","Riesgo medio","5.9","Riesgo bajo","24.9","Riesgo medio","6.72","9.24","30.4","522.2","128.2"
"52","Nariño","52233","Cumbitara","2010","31.0","Riesgo medio","20.9","Riesgo medio","34.8","Riesgo medio","6.55","2.01","42.2","100.5","37.9"
"52","Nariño","52233","Cumbitara","2011","35.0","Riesgo medio","30.4","Riesgo medio","36.9","Riesgo alto","6.42","2.31","20.9","829.1","478.2"
"52","Nariño","52233","Cumbitara","2012","54.1","Riesgo alto","21.0","Riesgo medio","58.8","Riesgo alto","7.93","3.07","18.6","195","140.8"
"52","Nariño","52233","Cumbitara","2013","49.6","Riesgo alto","9.2","Riesgo bajo","52.1","Riesgo alto","6.36","2.29","27.2","330.5","5.9"
"52","Nariño","52233","Cumbitara","2014","51.5","Riesgo alto","0.0","Sin riesgo","64.2","Riesgo alto","7.33","5.05","1.5","750.2","375.8"
"52","Nariño","52233","Cumbitara","2015","47.3","Riesgo alto","ND","ND","54.5","Riesgo alto","7.65","7.66","48.1","176","245.7"
"52","Nariño","52233","Cumbitara","2016","46.0","Riesgo alto","ND","ND","ND","ND","6.02","2.74","22.1","565.4","358.8"
"52","Nariño","52233","Cumbitara","2017","49.4","Riesgo alto","ND","ND","ND","ND","8.33","5.15","40.9","807","105"
"52","Nariño","52233","Cumbitara","2018","47.0","Riesgo alto","0.0","Sin riesgo","55.7","Riesgo alto","8.29","3.08","7","87.3","371.6"
"52","Nariño","52233","Cumbitara","2019","57.9","Riesgo alto","7.9","Riesgo bajo","65.8","Riesgo alto","7.87","2.81","2","137.1","487.5"
"52","Nariño","52233","Cumbitara","2020","0.0","Sin riesgo","0.0","Sin riesgo","0.0","Sin riesgo","8.34","6.55","46.9","107.6","415.2"
"52","Nariño","52233","Cumbitara","2021","4.9","Sin riesgo","4.9","Sin riesgo","ND","ND","7","4.05","2.5","975","47.6"
"52","Nariño","52233","Cumbitara","2022","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","8.27","6.52","11.3","725.9","482.7"
"52","Nariño","52233","Cumbitara","2023","9.4","Riesgo bajo","6.5","Riesgo bajo","18.4","Riesgo medio","6.24","2.62","48.1","997","218.1"
"52","Nariño","52240","Chachagüí","2007","43.0","Riesgo alto","43.0","Riesgo alto","ND","ND","7.83","5.86","4.3","403.9","305"
"52","Nariño","52240","Chachagüí","2008","44.6","Riesgo alto","42.2","Riesgo alto","49.7","Riesgo alto","7.21","9.18","24.1","549.4","388.9"
"52","Nariño","52240","Chachagüí","2009","28.2","Riesgo medio","17.9","Riesgo medio","32.3","Riesgo medio","6.48","6.7","24.1","961.6","251.3"
"52","Nariño","52240","Chachagüí","2010","24.6","Riesgo medio","31.2","Riesgo medio","19.2","Riesgo medio","6.54","7.83","20.6","198.7","60.3"
"52","Nariño","52240","Chachagüí","2011","30.1","Riesgo medio","22.4","Riesgo medio","36.4","Riesgo alto","6.2","9.78","48.9","789.5","362.6"
"52","Nariño","52240","Chachagüí","2012","41.5","Riesgo alto","33.6","Riesgo medio","43.7","Riesgo alto","7.84","7.28","21.5","434.8","486.4"
"52","Nariño","52240","Chachagüí","2013","51.7","Riesgo alto","6.6","Riesgo bajo","53.4","Riesgo alto","7.55","6.06","22.3","518.2","414.4"
"52","Nariño","52240","Chachagüí","2014","49.0","Riesgo alto","12.4","Riesgo bajo","53.9","Riesgo alto","6.6","6.29","43.4","278.6","379.2"
"52","Nariño","52240","Chachagüí","2015","49.7","Riesgo alto","ND","ND","60.7","Riesgo alto","6.82","3.08","12.8","105.3","193.1"
"52","Nariño","52240","Chachagüí","2016","44.4","Riesgo alto","ND","ND","89.3","Inviable sanitariamente","6.58","1.83","10.4","840.3","406.1"
"52","Nariño","52240","Chachagüí","2017","55.7","Riesgo alto","ND","ND","91.7","Inviable sanitariamente","7.01","2.7","30.2","675.2","259.2"
"52","Nariño","52240","Chachagüí","2018","49.4","Riesgo alto","11.1","Riesgo bajo","56.7","Riesgo alto","7.78","2.5","0.1","791.8","215.7"
"52","Nariño","52240","Chachagüí","2019","44.1","Riesgo alto","7.1","Riesgo bajo","48.1","Riesgo alto","6.07","1.49","12.8","978.1","483.9"
"52","Nariño","52240","Chachagüí","2020","28.4","Riesgo medio","29.2","Riesgo medio","28.1","Riesgo medio","6.72","2.07","27.7","999.6","272.1"
"52","Nariño","52240","Chachagüí","2021","18.0","Riesgo medio","9.5","Riesgo bajo","22.2","Riesgo medio","8.25","3.11","33.5","587.1","212.2"
"52","Nariño","52240","Chachagüí","2022","19.5","Riesgo medio","11.4","Riesgo bajo","21.8","Riesgo medio","8.2","1.57","41.5","402.5","237.1"
"52","Nariño","52240","Chachagüí","2023","31.6","Riesgo medio","10.1","Riesgo bajo","38.7","Riesgo alto","8.39","4.1","4.3","436.6","487.9"
"52","Nariño","52250","El Charco","2007","43.0","Riesgo alto","43.0","Riesgo alto","ND","ND","8.45","3.87","0.4","108.1","269"
"52","Nariño","52250","El Charco","2008","8.4","Riesgo bajo","8.4","Riesgo bajo","ND","ND","6.14","4.31","7.4","659.5","215.7"
"52","Nariño","52250","El Charco","2009","22.4","Riesgo medio","22.4","Riesgo medio","ND","ND","7.85","2.04","44.3","182.6","83.9"
"52","Nariño","52250","El Charco","2011","27.1","Riesgo medio","27.1","Riesgo medio","ND","ND","8.03","4.78","35.3","928.9","209.2"
"52","Nariño","52250","El Charco","2012","37.8","Riesgo alto","41.0","Riesgo alto","0.0","Sin riesgo","7.77","3.91","17.4","419.8","228"
"52","Nariño","52250","El Charco","2013","23.5","Riesgo medio","24.3","Riesgo medio","22.9","Riesgo medio","6.78","8.6","1.9","836.3","265.7"
"52","Nariño","52250","El Charco","2014","27.7","Riesgo medio","26.0","Riesgo medio","34.9","Riesgo medio","7.66","3.25","16.4","966.4","255.4"
"52","Nariño","52250","El Charco","2015","38.7","Riesgo alto","33.6","Riesgo medio","ND","ND","6.61","1.04","25.8","474.6","86.6"
"52","Nariño","52250","El Charco","2016","15.2","Riesgo medio","ND","ND","ND","ND","7.38","4.99","31.5","648.2","495.8"
"52","Nariño","52250","El Charco","2017","16.5","Riesgo medio","ND","ND","49.7","Riesgo alto","8.21","3.21","42.5","248.1","322.8"
"52","Nariño","52250","El Charco","2018","24.0","Riesgo medio","24.0","Riesgo medio","ND","ND","7.36","1.2","9.5","675.3","333.9"
"52","Nariño","52250","El Charco","2019","32.8","Riesgo medio","32.8","Riesgo medio","ND","ND","6.65","6.43","13.5","261.4","14.4"
"52","Nariño","52254","El Peñol","2007","37.4","Riesgo alto","35.0","Riesgo medio","37.8","Riesgo alto","6.17","1.3","5.3","3.3","78.5"
"52","Nariño","52254","El Peñol","2008","20.3","Riesgo medio","27.2","Riesgo medio","18.2","Riesgo medio","7.94","1.72","36.2","38.5","436.1"
"52","Nariño","52254","El Peñol","2009","16.4","Riesgo medio","14.9","Riesgo medio","16.8","Riesgo medio","7.91","0.12","0.2","836.4","79.1"
"52","Nariño","52254","El Peñol","2010","17.1","Riesgo medio","12.4","Riesgo bajo","17.3","Riesgo medio","6.62","5.93","42.9","880.5","177.4"
"52","Nariño","52254","El Peñol","2011","17.4","Riesgo medio","ND","ND","17.4","Riesgo medio","6.81","2.24","1.2","773.9","41.6"
"52","Nariño","52254","El Peñol","2012","42.2","Riesgo alto","29.4","Riesgo medio","49.2","Riesgo alto","7.79","1.57","6.7","901.3","210.9"
"52","Nariño","52254","El Peñol","2013","34.4","Riesgo medio","32.5","Riesgo medio","34.7","Riesgo medio","7.38","4.79","24","936.6","319.2"
"52","Nariño","52254","El Peñol","2014","39.1","Riesgo alto","30.4","Riesgo medio","40.8","Riesgo alto","6.32","8.08","46.5","720.5","21.2"
"52","Nariño","52254","El Peñol","2015","48.3","Riesgo alto","0.0","Sin riesgo","42.4","Riesgo alto","6.91","5.1","44.1","633.7","467.5"
"52","Nariño","52254","El Peñol","2016","35.4","Riesgo alto","ND","ND","ND","ND","8.31","1.37","3.3","35.2","387.2"
"52","Nariño","52254","El Peñol","2017","24.6","Riesgo medio","ND","ND","ND","ND","6.39","2.36","14.2","605.8","330.3"
"52","Nariño","52254","El Peñol","2018","25.1","Riesgo medio","17.8","Riesgo medio","26.5","Riesgo medio","7.6","3.2","44","587.1","412.1"
"52","Nariño","52254","El Peñol","2019","37.1","Riesgo alto","48.2","Riesgo alto","36.1","Riesgo alto","6.18","7.29","25.5","501.7","280.2"
"52","Nariño","52254","El Peñol","2020","28.5","Riesgo medio","29.8","Riesgo medio","21.9","Riesgo medio","8.27","6.92","33","148.9","188.1"
"52","Nariño","52254","El Peñol","2021","30.9","Riesgo medio","39.7","Riesgo alto","13.4","Riesgo bajo","6.64","2.48","18.2","711.6","108.2"
"52","Nariño","52254","El Peñol","2022","33.0","Riesgo medio","31.9","Riesgo medio","35.2","Riesgo alto","7.84","8.26","10.8","777.7","309.9"
"52","Nariño","52254","El Peñol","2023","45.2","Riesgo alto","39.7","Riesgo alto","59.6","Riesgo alto","8.3","5.89","36","754.8","40.1"
"52","Nariño","52256","El Rosario","2007","55.7","Riesgo alto","59.9","Riesgo alto","47.3","Riesgo alto","7.15","3.46","5.5","81.5","397.2"
"52","Nariño","52256","El Rosario","2008","57.6","Riesgo alto","57.6","Riesgo alto","57.6","Riesgo alto","7.39","1.26","13.2","330.2","111.1"
"52","Nariño","52256","El Rosario","2009","55.7","Riesgo alto","24.6","Riesgo medio","58.7","Riesgo alto","8.37","2.5","12.2","203.4","328.7"
"52","Nariño","52256","El Rosario","2010","57.8","Riesgo alto","40.9","Riesgo alto","60.5","Riesgo alto","8.14","5.96","13.9","58.4","54.4"
"52","Nariño","52256","El Rosario","2011","61.0","Riesgo alto","62.8","Riesgo alto","61.1","Riesgo alto","6.76","9.87","9.4","940.4","191.8"
"52","Nariño","52256","El Rosario","2012","65.3","Riesgo alto","55.9","Riesgo alto","63.3","Riesgo alto","8.47","4.15","45.8","115.1","217.3"
"52","Nariño","52256","El Rosario","2013","62.0","Riesgo alto","58.8","Riesgo alto","68.2","Riesgo alto","7.29","0.64","28.3","405.4","89.1"
"52","Nariño","52256","El Rosario","2014","60.7","Riesgo alto","ND","ND","55.8","Riesgo alto","6.79","3.44","49.8","758.1","68.7"
"52","Nariño","52256","El Rosario","2015","58.5","Riesgo alto","ND","ND","59.8","Riesgo alto","7.82","1.96","12.3","936.7","372.6"
"52","Nariño","52256","El Rosario","2016","52.4","Riesgo alto","ND","ND","ND","ND","7.98","7.76","20.6","665.6","70.1"
"52","Nariño","52256","El Rosario","2017","60.0","Riesgo alto","ND","ND","ND","ND","7.18","4.97","10.7","67.1","43.4"
"52","Nariño","52256","El Rosario","2018","58.1","Riesgo alto","12.9","Riesgo bajo","67.7","Riesgo alto","7.54","0.63","43.4","803.6","184.4"
"52","Nariño","52256","El Rosario","2019","55.9","Riesgo alto","5.0","Sin riesgo","64.4","Riesgo alto","7.01","4.57","1.8","826.8","378.6"
"52","Nariño","52258","El Tablón de Gómez","2007","44.7","Riesgo alto","44.7","Riesgo alto","ND","ND","8.4","6.82","27.9","980.7","491.8"
"52","Nariño","52258","El Tablón de Gómez","2008","48.4","Riesgo alto","49.1","Riesgo alto","34.6","Riesgo medio","6.91","8.01","40.2","420.3","146.2"
"52","Nariño","52258","El Tablón de Gómez","2009","42.4","Riesgo alto","40.5","Riesgo alto","42.4","Riesgo alto","6.21","3.5","48.6","337.3","51.3"
"52","Nariño","52258","El Tablón de Gómez","2010","55.8","Riesgo alto","55.0","Riesgo alto","63.2","Riesgo alto","6.32","8.28","8.4","744.2","399.3"
"52","Nariño","52258","El Tablón de Gómez","2011","47.9","Riesgo alto","46.6","Riesgo alto","53.8","Riesgo alto","6.15","0.14","33","523.1","128.5"
"52","Nariño","52258","El Tablón de Gómez","2012","48.9","Riesgo alto","68.3","Riesgo alto","49.3","Riesgo alto","7.27","1.67","44.5","282.4","302.5"
"52","Nariño","52258","El Tablón de Gómez","2013","49.0","Riesgo alto","66.3","Riesgo alto","49.0","Riesgo alto","7.76","8.61","22.6","974.2","82.9"
"52","Nariño","52258","El Tablón de Gómez","2014","52.7","Riesgo alto","31.8","Riesgo medio","50.4","Riesgo alto","7","7.9","32.6","590.5","179.4"
"52","Nariño","52258","El Tablón de Gómez","2015","51.1","Riesgo alto","37.2","Riesgo alto","48.3","Riesgo alto","7.81","2.68","32.4","989.6","202.9"
"52","Nariño","52258","El Tablón de Gómez","2016","50.5","Riesgo alto","ND","ND","22.4","Riesgo medio","6.04","8.23","42.9","536.3","336.4"
"52","Nariño","52258","El Tablón de Gómez","2017","55.6","Riesgo alto","ND","ND","ND","ND","7.03","0.37","49","951.6","92.7"
"52","Nariño","52258","El Tablón de Gómez","2018","46.6","Riesgo alto","34.6","Riesgo medio","47.3","Riesgo alto","8.08","5.79","13","827.5","360.5"
"52","Nariño","52258","El Tablón de Gómez","2019","52.6","Riesgo alto","21.4","Riesgo medio","54.5","Riesgo alto","8.16","3.74","35.5","592.4","223.8"
"52","Nariño","52258","El Tablón de Gómez","2020","24.5","Riesgo medio","24.5","Riesgo medio","ND","ND","6.16","4.99","8.3","490.9","93.3"
"52","Nariño","52258","El Tablón de Gómez","2021","5.0","Sin riesgo","5.0","Sin riesgo","ND","ND","7.1","9.39","6.2","4.5","282"
"52","Nariño","52258","El Tablón de Gómez","2022","14.3","Riesgo medio","14.3","Riesgo medio","ND","ND","6.59","7.54","17.2","986","179"
"52","Nariño","52258","El Tablón de Gómez","2023","19.3","Riesgo medio","19.3","Riesgo medio","ND","ND","6.49","0.91","23.9","222","286.1"
"52","Nariño","52260","El Tambo","2007","63.5","Riesgo alto","69.2","Riesgo alto","ND","ND","7.09","9.49","17.1","447.4","323.5"
"52","Nariño","52260","El Tambo","2008","59.9","Riesgo alto","60.9","Riesgo alto","56.7","Riesgo alto","6.7","5.49","39.1","102.8","307.4"
"52","Nariño","52260","El Tambo","2009","54.7","Riesgo alto","51.8","Riesgo alto","55.6","Riesgo alto","7.97","6.87","25.5","485.2","348.4"
"52","Nariño","52260","El Tambo","2010","56.5","Riesgo alto","51.6","Riesgo alto","60.9","Riesgo alto","6.75","3.2","26.4","406.4","486.3"
"52","Nariño","52260","El Tambo","2011","45.1","Riesgo alto","46.5","Riesgo alto","43.3","Riesgo alto","6.84","4.86","47.1","357.7","402"
"52","Nariño","52260","El Tambo","2012","18.8","Riesgo medio","15.0","Riesgo medio","16.5","Riesgo medio","7.24","6.89","12.5","459.4","326.7"
"52","Nariño","52260","El Tambo","2013","47.5","Riesgo alto","62.2","Riesgo alto","46.0","Riesgo alto","8.45","2.73","3.8","381.2","360.6"
"52","Nariño","52260","El Tambo","2014","53.3","Riesgo alto","ND","ND","52.0","Riesgo alto","8.4","4.72","44.9","952.8","46.1"
"52","Nariño","52260","El Tambo","2015","53.8","Riesgo alto","29.4","Riesgo medio","53.8","Riesgo alto","8.33","5.83","40.4","519","315.8"
"52","Nariño","52260","El Tambo","2016","49.9","Riesgo alto","ND","ND","ND","ND","7.57","5.3","32.6","12.4","417.1"
"52","Nariño","52260","El Tambo","2017","31.8","Riesgo medio","ND","ND","25.8","Riesgo medio","6.6","6.83","46.6","919.9","384.6"
"52","Nariño","52260","El Tambo","2018","34.4","Riesgo medio","27.5","Riesgo medio","36.7","Riesgo alto","6.13","2.66","17","499.5","217.8"
"52","Nariño","52260","El Tambo","2019","34.0","Riesgo medio","34.3","Riesgo medio","33.9","Riesgo medio","8.45","7.65","20.5","974.4","139.8"
"52","Nariño","52260","El Tambo","2020","42.8","Riesgo alto","42.8","Riesgo alto","ND","ND","7.65","9.41","40.5","762.8","489.4"
"52","Nariño","52260","El Tambo","2021","53.5","Riesgo alto","53.5","Riesgo alto","ND","ND","6.81","7.02","19.1","605.5","53.1"
"52","Nariño","52260","El Tambo","2022","48.0","Riesgo alto","48.0","Riesgo alto","ND","ND","7.66","9.07","41.8","680.7","322.2"
"52","Nariño","52287","Funes","2007","22.4","Riesgo medio","23.2","Riesgo medio","20.5","Riesgo medio","6.65","5.98","48.2","546","452.8"
"52","Nariño","52287","Funes","2008","41.6","Riesgo alto","41.9","Riesgo alto","32.1","Riesgo medio","6.64","4.02","11.8","237.1","77.2"
"52","Nariño","52287","Funes","2009","46.0","Riesgo alto","20.0","Riesgo medio","54.4","Riesgo alto","6.35","2.6","23","164.9","79.3"
"52","Nariño","52287","Funes","2010","38.9","Riesgo alto","32.8","Riesgo medio","41.8","Riesgo alto","8.11","7.4","4","603.2","160.6"
"52","Nariño","52287","Funes","2011","44.2","Riesgo alto","38.4","Riesgo alto","48.1","Riesgo alto","6.57","9.3","28","883.4","438.3"
"52","Nariño","52287","Funes","2012","49.6","Riesgo alto","30.3","Riesgo medio","52.9","Riesgo alto","7.34","3.63","19.1","902.7","295.8"
"52","Nariño","52287","Funes","2013","53.6","Riesgo alto","14.6","Riesgo medio","60.8","Riesgo alto","7.21","5.16","48.5","755","284.7"
"52","Nariño","52287","Funes","2014","51.7","Riesgo alto","16.2","Riesgo medio","55.7","Riesgo alto","7.52","9","3.8","602.6","26.2"
"52","Nariño","52287","Funes","2015","50.8","Riesgo alto","0.0","Sin riesgo","63.2","Riesgo alto","6.5","3.98","9.5","535.8","242"
"52","Nariño","52287","Funes","2016","35.3","Riesgo alto","ND","ND","30.0","Riesgo medio","8.15","1.95","49.9","856.8","373.8"
"52","Nariño","52287","Funes","2017","41.8","Riesgo alto","ND","ND","ND","ND","7.17","1.84","44.8","871.6","450"
"52","Nariño","52287","Funes","2018","39.8","Riesgo alto","2.0","Sin riesgo","62.5","Riesgo alto","6.01","0.73","14.2","214.8","22.2"
"52","Nariño","52287","Funes","2019","42.3","Riesgo alto","10.4","Riesgo bajo","64.1","Riesgo alto","7.1","7.2","40.3","285.2","19.3"
"52","Nariño","52287","Funes","2020","2.4","Sin riesgo","2.4","Sin riesgo","ND","ND","7.09","5.9","31.1","27.1","206.4"
"52","Nariño","52287","Funes","2021","0.7","Sin riesgo","0.7","Sin riesgo","ND","ND","6.24","0.48","27.3","835.3","443.8"
"52","Nariño","52287","Funes","2022","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.76","8.36","21.3","516.8","203.1"
"52","Nariño","52287","Funes","2023","2.1","Sin riesgo","2.1","Sin riesgo","ND","ND","7.5","1.58","10","881.9","288.5"
"52","Nariño","52317","Guachucal","2008","22.8","Riesgo medio","23.4","Riesgo medio","23.5","Riesgo medio","6.92","4.4","13","54.7","1"
"52","Nariño","52317","Guachucal","2009","27.3","Riesgo medio","16.3","Riesgo medio","30.5","Riesgo medio","6.55","0.25","5.8","372.6","336.6"
"52","Nariño","52317","Guachucal","2010","12.2","Riesgo bajo","13.0","Riesgo bajo","12.4","Riesgo bajo","6.12","6.78","36.7","9.6","308.4"
"52","Nariño","52317","Guachucal","2011","34.9","Riesgo medio","28.0","Riesgo medio","38.6","Riesgo alto","8.49","8.13","48","377.7","119.2"
"52","Nariño","52317","Guachucal","2012","28.4","Riesgo medio","24.2","Riesgo medio","28.5","Riesgo medio","7.17","3.64","48.6","226.1","267"
"52","Nariño","52317","Guachucal","2013","36.2","Riesgo alto","8.9","Riesgo bajo","38.4","Riesgo alto","7.18","0.02","6.2","123.8","464.8"
"52","Nariño","52317","Guachucal","2014","25.4","Riesgo medio","0.0","Sin riesgo","27.4","Riesgo medio","6.6","6.89","20","572.2","178.4"
"52","Nariño","52317","Guachucal","2015","44.5","Riesgo alto","ND","ND","45.9","Riesgo alto","8.26","5.37","18.4","945.3","105.5"
"52","Nariño","52317","Guachucal","2016","43.0","Riesgo alto","ND","ND","ND","ND","6.41","9.4","29.4","173.7","155.6"
"52","Nariño","52317","Guachucal","2017","46.5","Riesgo alto","ND","ND","64.7","Riesgo alto","8.11","5.86","31.2","984.9","9.1"
"52","Nariño","52317","Guachucal","2018","37.7","Riesgo alto","3.2","Sin riesgo","43.8","Riesgo alto","8.13","0.37","0.2","495.2","287.6"
"52","Nariño","52317","Guachucal","2019","44.7","Riesgo alto","7.6","Riesgo bajo","51.5","Riesgo alto","6.99","3.59","9.3","207.4","2.7"
"52","Nariño","52317","Guachucal","2020","5.8","Riesgo bajo","5.8","Riesgo bajo","ND","ND","8.39","8.87","30.1","66.2","425.9"
"52","Nariño","52317","Guachucal","2021","10.3","Riesgo bajo","10.3","Riesgo bajo","ND","ND","7.34","3.37","3.6","612.9","209.4"
"52","Nariño","52317","Guachucal","2022","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.86","8.67","42.9","309.9","379.1"
"52","Nariño","52317","Guachucal","2023","5.1","Riesgo bajo","5.1","Riesgo bajo","ND","ND","7.98","1.87","38.2","548.3","446.4"
"52","Nariño","52320","Guaitarilla","2007","32.5","Riesgo medio","34.7","Riesgo medio","28.8","Riesgo medio","6.93","2.41","36.8","319.4","379.9"
"52","Nariño","52320","Guaitarilla","2008","44.9","Riesgo alto","32.0","Riesgo medio","56.9","Riesgo alto","8.48","8.64","11.4","659.7","439.6"
"52","Nariño","52320","Guaitarilla","2009","34.4","Riesgo medio","13.5","Riesgo bajo","40.3","Riesgo alto","6.63","2.32","17.9","572.4","203.9"
"52","Nariño","52320","Guaitarilla","2010","36.9","Riesgo alto","17.9","Riesgo medio","46.2","Riesgo alto","6.43","7.99","6.8","355.2","311.6"
"52","Nariño","52320","Guaitarilla","2011","44.5","Riesgo alto","43.3","Riesgo alto","46.4","Riesgo alto","6.52","7.72","9","316.5","311.2"
"52","Nariño","52320","Guaitarilla","2012","41.8","Riesgo alto","17.9","Riesgo medio","43.9","Riesgo alto","6.42","4.08","25.3","639","60.6"
"52","Nariño","52320","Guaitarilla","2013","42.9","Riesgo alto","18.4","Riesgo medio","41.8","Riesgo alto","6.42","4.95","2.9","612.6","94.3"
"52","Nariño","52320","Guaitarilla","2014","38.4","Riesgo alto","7.1","Riesgo bajo","34.6","Riesgo medio","7.46","8.23","30.5","955.7","149.6"
"52","Nariño","52320","Guaitarilla","2015","42.1","Riesgo alto","49.7","Riesgo alto","45.9","Riesgo alto","7.29","2.56","46.3","512.5","152.2"
"52","Nariño","52320","Guaitarilla","2016","46.0","Riesgo alto","ND","ND","ND","ND","6.9","6.17","8.2","314.5","362.2"
"52","Nariño","52320","Guaitarilla","2017","51.0","Riesgo alto","26.1","Riesgo medio","ND","ND","6.79","6.15","3.4","944.6","151.4"
"52","Nariño","52320","Guaitarilla","2018","43.1","Riesgo alto","2.7","Sin riesgo","51.1","Riesgo alto","7.21","9.32","18","48.1","154.7"
"52","Nariño","52320","Guaitarilla","2019","46.0","Riesgo alto","0.5","Sin riesgo","54.1","Riesgo alto","7.39","2.38","6.3","22.7","477.8"
"52","Nariño","52320","Guaitarilla","2020","8.5","Riesgo bajo","8.5","Riesgo bajo","ND","ND","7.32","3.76","2.2","984","179.5"
"52","Nariño","52320","Guaitarilla","2021","30.3","Riesgo medio","19.4","Riesgo medio","52.1","Riesgo alto","6.13","7.21","6.1","419.7","308.8"
"52","Nariño","52320","Guaitarilla","2022","39.6","Riesgo alto","26.6","Riesgo medio","72.1","Riesgo alto","7.62","8.68","28.3","365.4","286.2"
"52","Nariño","52320","Guaitarilla","2023","20.0","Riesgo medio","10.8","Riesgo bajo","50.3","Riesgo alto","7.97","1.59","44.9","995.6","345.9"
